TEMPORAL;TERRITORIO;SEXO;LUGARNACIMIEN;INDICATOR;OBS_VALUE;FREQ
2010;ES612;F;45984;ANDALUCES;431.0;A
2010;ES612;F;46350;ANDALUCES;5327.0;A
2010;ES612;F;46352;ANDALUCES;121.0;A
2010;ES612;F;46351;ANDALUCES;11688.0;A
2010;ES613;_T;45230;ANDALUCES;14.0;A
2010;ES613;_T;45276;ANDALUCES;15.0;A
2010;ES613;_T;45354;ANDALUCES;7942.0;A
2010;ES613;_T;45576;ANDALUCES;44.0;A
2010;ES613;_T;45657;ANDALUCES;11.0;A
2010;ES613;_T;45765;ANDALUCES;50.0;A
2010;ES613;_T;45873;ANDALUCES;25.0;A
2010;ES613;_T;45980;ANDALUCES;66.0;A
2010;ES613;_T;45981;ANDALUCES;8167.0;A
2010;ES613;_T;45984;ANDALUCES;387.0;A
2010;ES613;_T;46350;ANDALUCES;6904.0;A
2010;ES613;_T;46352;ANDALUCES;205.0;A
2010;ES613;_T;46351;ANDALUCES;15663.0;A
2010;ES613;M;45230;ANDALUCES;8.0;A
2010;ES613;M;45276;ANDALUCES;9.0;A
2010;ES613;M;45354;ANDALUCES;3976.0;A
2010;ES613;M;45576;ANDALUCES;19.0;A
2010;ES613;M;45657;ANDALUCES;5.0;A
2010;ES613;M;45765;ANDALUCES;23.0;A
2010;ES613;M;45873;ANDALUCES;11.0;A
2010;ES613;M;45980;ANDALUCES;26.0;A
2010;ES613;M;45981;ANDALUCES;4077.0;A
2010;ES613;M;45984;ANDALUCES;177.0;A
2010;ES613;M;46350;ANDALUCES;3531.0;A
2010;ES613;M;46352;ANDALUCES;103.0;A
2010;ES613;M;46351;ANDALUCES;7888.0;A
2010;ES613;F;45230;ANDALUCES;6.0;A
2010;ES613;F;45276;ANDALUCES;6.0;A
2010;ES613;F;45354;ANDALUCES;3966.0;A
2010;ES613;F;45576;ANDALUCES;25.0;A
2010;ES613;F;45657;ANDALUCES;6.0;A
2010;ES613;F;45765;ANDALUCES;27.0;A
2010;ES613;F;45873;ANDALUCES;14.0;A
2010;ES613;F;45980;ANDALUCES;40.0;A
2010;ES613;F;45981;ANDALUCES;4090.0;A
2010;ES613;F;45984;ANDALUCES;210.0;A
2010;ES613;F;46350;ANDALUCES;3373.0;A
2010;ES613;F;46352;ANDALUCES;102.0;A
2010;ES613;F;46351;ANDALUCES;7775.0;A
2010;ES614;_T;45230;ANDALUCES;75.0;A
2010;ES614;_T;45276;ANDALUCES;42.0;A
2010;ES614;_T;45354;ANDALUCES;35.0;A
2010;ES614;_T;45576;ANDALUCES;14478.0;A
2010;ES614;_T;45657;ANDALUCES;9.0;A
2010;ES614;_T;45765;ANDALUCES;126.0;A
2010;ES614;_T;45873;ANDALUCES;77.0;A
