ID;COD;NAME;DESCRIPTION;PARENTCODE;ORDER
3383;124;(124) Andorra;Andorra;3402;83
3393;148;(148) Armenia;Armenia;3402;84
3390;138;(138) Belarus;Belarus;3402;85
3392;145;(145) Bosnia-Herzegovina;Bosnia-Herzegovina;3402;86
3391;139;(139) Georgia;Georgia;3402;87
3380;116;(116) Liechtenstein;Liechtenstein;3402;88
3396;156;(156) Macedonia;Macedonia;3402;89
3389;137;(137) Moldava;Moldava;3402;90
3381;119;(119) Mónaco;Mónaco;3402;91
3384;129;(129) San Marino;San Marino;3402;92
3385;130;(130) Santa Sede;Santa Sede;3402;93
3388;135;(135) Ucrania;Ucrania;3402;94
3399;199;(199) Países de Europa sin relaciones diplomáticas;Países de Europa sin relaciones diplomáticas;3402;95
3376;001;(001) País de Europa no determinado;País de Europa no determinado;3402;96
3397;157;(157) Serbia;Serbia;3402;97
3398;158;(158) Montenegro;Montenegro;3402;98
3387;133;(133) U.R.S.S. Unión Soviética;U.R.S.S. Unión Soviética;3402;99
3378;105;(105) Checoslovaquia;Checoslovaquia;3402;100
3460;2030;(2030) Argelia;Argelia;3481;15
3464;2130;(2130) Egipto;Egipto;3481;16
3468;2280;(2280) Marruecos;Marruecos;3481;17
3472;2340;(2340) Nigeria;Nigeria;3481;18
3476;2480;(2480) Túnez;Túnez;3481;19
3480;2500;(2500) República Democrática del Congo;República Democrática del Congo;3481;20
3456;0207;(0207) Resto de Países Africanos;Resto de Países Africanos;3481;21
3457;203;(203) Argelia;Argelia;3460;101
3461;213;(213) Egipto;Egipto;3464;102
3465;228;(228) Marruecos;Marruecos;3468;103
3469;234;(234) Nigeria;Nigeria;3472;104
3473;248;(248) Túnez;Túnez;3476;105
3477;250;(250) República Democrática del Congo;República Democrática del Congo;3480;106
3406;202;(202) Angola;Angola;3456;107
3407;204;(204) Benin;Benin;3456;108
3408;205;(205) Botswana;Botswana;3456;109
3405;201;(201) Burkina Faso;Burkina Faso;3456;110
3409;206;(206) Burundi;Burundi;3456;111
3410;207;(207) Cabo Verde;Cabo Verde;3456;112
3411;208;(208) Camerún;Camerún;3456;113
3446;246;(246) Chad;Chad;3456;114
3412;209;(209) Comores;Comores;3456;115
3413;210;(210) Congo;Congo;3456;116
3414;211;(211) Costa de Marfil;Costa de Marfil;3456;117
3415;212;(212) Djibouti;Djibouti;3456;118
3451;253;(253) Eritrea;Eritrea;3456;119
3416;214;(214) Etiopía;Etiopía;3456;120
3417;215;(215) Gabón;Gabón;3456;121
3418;216;(216) Gambia;Gambia;3456;122
3419;217;(217) Ghana;Ghana;3456;123
3420;218;(218) Guinea;Guinea;3456;124
3421;219;(219) Guinea Bissau;Guinea Bissau;3456;125
3422;220;(220) Guinea Ecuatorial;Guinea Ecuatorial;3456;126
3423;221;(221) Kenia;Kenia;3456;127
3424;222;(222) Lesotho;Lesotho;3456;128
3425;223;(223) Liberia;Liberia;3456;129
3426;224;(224) Libia;Libia;3456;130
3427;225;(225) Madagascar;Madagascar;3456;131
3428;226;(226) Malawi;Malawi;3456;132
3429;227;(227) Mali;Mali;3456;133
3430;229;(229) Mauricio;Mauricio;3456;134
3431;230;(230) Mauritania;Mauritania;3456;135
3432;231;(231) Mozambique;Mozambique;3456;136
3433;232;(232) Namibia;Namibia;3456;137
3434;233;(233) Níger;Níger;3456;138
3435;235;(235) República Centroafricana;República Centroafricana;3456;139
3437;237;(237) Ruanda;Ruanda;3456;140
3438;238;(238) Santo Tomé y Príncipe;Santo Tomé y Príncipe;3456;141
3439;239;(239) Senegal;Senegal;3456;142
3440;240;(240) Seychelles;Seychelles;3456;143
3441;241;(241) Sierra Leona;Sierra Leona;3456;144
3442;242;(242) Somalia;Somalia;3456;145
3436;236;(236) Sudáfrica;Sudáfrica;3456;146
3443;243;(243) Sudán;Sudán;3456;147
3444;244;(244) Swazilandia;Swazilandia;3456;148
3445;245;(245) Tanzania;Tanzania;3456;149
3447;247;(247) Togo;Togo;3456;150
3448;249;(249) Uganda;Uganda;3456;151
3449;251;(251) Zambia;Zambia;3456;152
3450;252;(252) Zimbabwe;Zimbabwe;3456;153
3453;299;(299) Países de Africa sin relación diplomática;Países de Africa sin relación diplomática;3456;154
3404;004;(004) País de Africa no determinado;País de Africa no determinado;3456;155
3452;254;(254) Sudán del Sur;Sudán del Sur;3456;156
3505;0301;(0301) América Central;América Central;3545;22
3511;0302;(0302) América del Norte;América del Norte;3545;23
3528;0303;(0303) América del Sur;América del Sur;3545;24
3544;3990;(3990) Países de América sin relación diplomática;Países de América sin relación diplomática;3545;25
3532;33310;(33310) Otros países y terrirorios dependientes en América Central y Caribe;Otros países y terrirorios dependientes en América Central y Caribe;3545;26
3536;33320;(33320) Territorios dependientes en América del Norte;Territorios dependientes en América del Norte;3545;27
3540;33330;(33330) Otros países y terrirorios dependientes en Sudamérica;Otros países y terrirorios dependientes en Sudamérica;3545;28
3487;315;(315) Cuba;Cuba;3505;157
3498;326;(326) República Dominicana;República Dominicana;3505;158
3482;310;(310) Antigua y Barbuda;Antigua y Barbuda;3505;159
3483;311;(311) Bahamas;Bahamas;3505;160
3484;312;(312) Barbados;Barbados;3505;161
3485;313;(313) Belice;Belice;3505;162
3486;314;(314) Costa Rica;Costa Rica;3505;163
